Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,3238.690261,3496.532023,4218.271599,5342.16856,6320.809632,7169.101006,7151.249909,7751.843307,9127.81228,11818.47334,12378.78451,10372.78605,9610.020616,8025.207641,7728.906695,7775.614217,10361.14777,12615.12618,14304.6406,15165.28126,18878.85231,19534.26363,20549.80558,16515.6584,16235.06804,18458.17399,19016.28819,18355.62786,18895.11066,19262.30899,21854.2468,22970.51221,25067.24006,32272.84589,37966.18725,40064.22493,42674.75897,47804.84993,48719.65877,43504.21565,40850.24814,43334.81141,38686.46126,39540.72481,41303.92937,35770.7767,37475.63506,38964.90448,41791.96984,40897.33087,..
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,-0.654422133,2.863942375,2.645683648,1.027601953,-3.354398306,-0.196879323,-0.258915175,-1.468674346,-3.063824666,-1.299976738,-3.95427565,-2.939031092,-2.561850052,-2.629335686,-2.008406721,-1.023745098,1.323843319,0.980825124,0.791996836,-0.133166841,-1.35923552,-2.869215672,-4.427065042,-0.397087332,0.852320249,3.83189583,9.143981098,3.481177447,3.730346166,1.910286412,4.982252338,0.510652937,4.042246268,3.781885829,1.895271315,2.060202314,-0.518849647,-6.885817402,-5.976684045,-1.966833159,0.834867424,-3.45153545,-1.568871338,4.519279413,3.02081678,4.646211549,0.734439351,1.574254317,1.833060593,-12.09165965
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5934073604,5553824464,5553824464,5787823809,6135166254,7558613008,7076793823,8089279285,8775116269,10207922517,11236275843,..,..,..,3390500000,5561222222,7526963964,7649716157,6506619145,6152936539,9129634978,8936063723,15285594828,17812705294,23552052408,36970918699,52381006892,65266452081,88538611205,70307163678,83799496611,1.1179E+11,1.28053E+11,1.3671E+11,1.45712E+11,1.16194E+11,1.01124E+11,1.22124E+11,1.01353E+11,89417190341,62306913444
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.400001219,0,4.200001428,6.000002164,3.49999949,2.900001743,4.082748636,6.128890476,0.041621462,-3.450098684,0.991359301,-5.838280733,-23.98341744,1.339363436,15.00000003,13.54436976,7.274277355,4.691146451,2.181489718,3.054624234,4.205998556,13.66568652,2.98985001,10.95286177,15.02891532,11.54768318,14.01001824,11.16613833,0.858712615,4.403932543,3.471976345,8.542187643,4.954544646,4.822627568,0.943571561,-2.580049644,-0.147212941,-2.003629727,-0.624644318,-4.04051
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,711.4095786,642.7681968,620.3331234,623.8153624,638.0990068,758.7450632,685.7281277,756.7679262,792.8330172,891.1492803,948.338178,..,..,..,251.0783484,398.7909982,522.6796243,514.3851744,423.619049,387.7851241,556.8386317,527.3335285,872.4944418,982.9610078,1255.564513,1902.42215,2599.565948,3121.996085,4080.941034,3122.781599,3587.883645,4615.468219,5100.097027,5254.881126,5408.4117,4166.979833,3506.073128,4095.810057,3289.643995,2809.626088,1895.770869
Angola,AGO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-7.710277854,-3.490383248,0.548516269,2.288507798,-0.107614903,-0.670777629,0.488466543,2.496629636,-3.335953916,-6.657467258,-2.310867997,-8.876931195,-26.41177135,-1.87789751,11.35953867,9.952786592,3.8778581,1.364744017,-1.085298451,-0.267956298,0.822138302,9.943757743,-0.43183389,7.187063696,11.03078294,7.582318726,9.89004909,7.116847905,-2.808599596,0.640263325,-0.220842988,4.70651886,1.291993845,1.219880621,-2.468737307,-5.816187549,-3.409983376,-5.162111791,-3.795607965,-7.079822354
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77496753.7,87879341.48,109079978.9,131431026.7,147841734.4,164369278.9,182144093,208372846.3,240923924.8,290440140.7,337174861.9,398637727.8,438794788.5,459470370.4,481707407.4,499281481.5,535174074.1,589429629.6,577281481.5,633729629.6,680618518.5,727859259.3,766200000,826370370.4,800481481.5,814381481.5,856396296.3,919729629.6,1022962963,1157662963,1312759259,1370070370,1228329630,1148700000,1137637037,1199948148,1181448148,1249733333,1336692593,1436585185,1467977778,1605351852,1661962963,1415059259
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.383627921,8.079745337,8.161430797,3.814916166,-0.084012264,5.364016273,10.16499559,7.643793597,11.49382857,6.626368847,5.2132729,5.252274656,3.011714686,2.176578603,1.158475191,5.279878709,6.676707103,-4.359587382,6.604459721,5.471608482,4.731125092,3.70761791,6.203431254,-4.548003473,1.02744197,6.076543688,5.767028612,6.473831316,12.70814853,9.315383163,-0.014340652,-11.96269725,-7.840594744,-1.958612628,3.3728662,-0.600876397,3.795727613,3.825293099,5.497788456,3.144598617,6.950416555,3.351160885,-15.97350964
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1246.69016,1416.540531,1760.831324,2124.618526,2392.686958,2660.558091,2948.317275,3372.60207,3899.39184,4703.179401,5463.595383,6454.835451,7076.536335,7347.646369,7602.345334,7745.7218,8136.188547,8771.143727,8406.358945,9030.574978,9491.660766,9940.852228,10260.59941,10872.29295,10367.31961,10401.05088,10797.95106,11446.96914,12557.54785,13995.80442,15622.69287,16044.1058,14160.562,13048.96058,12746.63347,13272.73494,12910.59063,13501.58092,14285.32978,15198.74297,15383.5764,16673.4369,17113.34977,14449.99652
Antigua and Barbuda,ATG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.592267301,8.236766985,8.313546742,3.935887114,-0.069456681,5.365721772,10.15608026,7.642051366,11.54979755,6.697207748,5.136609192,4.82961566,2.145225601,0.838154597,-0.561528048,3.170343763,4.41621052,-6.408268751,4.319731218,3.219707934,2.568387808,1.686906765,4.340850519,-6.037663834,-0.373817347,4.721680697,4.403260934,5.016485291,11.00080029,7.605968396,-1.612584381,-13.33182584,-9.187966715,-3.298786215,2.049933173,-1.798966587,2.616052309,2.705718436,4.43856923,2.166386809,5.998457653,2.464670466,-16.67109906
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,..,..,24450604878,18272123664,25605249382,28344705967,28630474728,24256667553,26436857247,31256284544,31584210366,33293199095,34733000536,52544000117,72436777342,52438647922,51169499891,56781000101,58082870156,69252328953,76961923742,78676842366,84307486837,1.03979E+11,79092001998,88416668900,1.10934E+11,1.11106E+11,1.26207E+11,76636898036,1.41352E+11,1.8972E+11,2.28789E+11,2.36742E+11,2.5744E+11,2.58032E+11,2.7215E+11,2.92859E+11,2.98948E+11,2.83523E+11,2.84204E+11,2.68697E+11,97724004252,1.27587E+11,1.64658E+11,1.98737E+11,2.32557E+11,2.87531E+11,3.61558E+11,3.32976E+11,4.23627E+11,5.30163E+11,5.45982E+11,5.52025E+11,5.2632E+11,5.94749E+11,5.57531E+11,6.43629E+11,5.17627E+11,4.45445E+11,3.83067E+11
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,5.42784288,-0.852021523,-5.308196827,10.13029766,10.56943334,-0.659726172,3.191996623,4.822500782,9.679526008,3.045643319,5.658131083,1.628416516,2.811754041,5.533804395,-0.028412103,-2.018251517,6.934147755,-4.506124802,10.22276346,1.518783949,-5.18978914,-0.735659162,4.34909328,1.570738702,-5.189024352,6.153377063,2.704868826,-1.089933342,-7.156949656,-2.467213776,9.133110566,7.937291556,8.206979072,5.836200704,-2.845209611,5.526689827,8.111046771,3.850178852,-3.385457041,-0.788998939,-4.408839683,-10.89448483,8.837040796,9.029573301,8.85165992,8.0471515,9.007650875,4.057233103,-5.918525076,10.12539816,6.003951693,-1.026420454,2.405323781,-2.512615321,2.731159828,-2.080327844,2.818502978,-2.565351882,-2.088014861,-9.905234856
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,1155.890717,850.3045786,1173.238105,1279.113778,1272.803204,1062.543412,1141.080432,1329.058546,1322.590638,1372.374174,1408.86538,2097.02283,2844.863312,2027.337202,1948.224686,2129.708361,2146.364959,2520.920716,2758.834817,2776.322088,2927.897357,3553.377509,2659.708242,2926.126485,3613.621709,3562.876059,3985.192469,2383.867471,4333.483372,5735.359981,6823.538837,6969.119729,7483.140334,7408.708664,7721.354105,8213.125127,8289.507568,7774.736203,7708.099115,7208.373114,2593.404563,3349.8063,4277.721573,5109.852245,5919.012338,7245.446857,9020.873323,8225.137583,10385.96443,12848.8642,13082.66433,13080.25473,12334.79825,13789.06042,12790.24247,14613.04182,11633.49801,9912.281809,8441.919439
Argentina,ARG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,3.728778517,-2.425843153,-6.788239594,8.437243988,8.896809279,-2.136477766,1.678434703,3.28693768,8.050279281,1.479494409,4.007465322,0.005835951,1.156920756,3.851757784,-1.587829386,-3.506390945,5.342990047,-5.916401453,8.577690171,-0.029609998,-6.66849782,-2.307766138,2.681981836,-0.051846592,-6.692590674,4.484326862,1.106064524,-2.603236227,-8.540862012,-3.874085354,7.614326415,6.487631818,6.802926902,4.505456801,-4.032158811,4.274586465,6.864733362,2.681002816,-4.455178459,-1.874936367,-5.447048173,-11.85478172,7.676534048,7.884937505,7.729488996,6.955533576,7.924210888,3.029500652,-6.854225055,9.300122922,4.788683139,-2.14528445,1.265685175,-3.57858051,1.629664279,-3.110063898,1.757648183,-3.550091173,-3.055854858,-10.77497741
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2256838858,2069870130,1272835453,1201312829,1315158637,1468317435,1596968946,1639492445,1893726437,1845482173,1911563669,2118467913,2376335048,2807061009,3576615240,4900469950,6384451606,9206301700,11662040714,8647936748,9260284938,10142111334,10619320049,11121465767,11609512940,10553337673,10546135160,11527458566,12457941907,13672802158,12645459214
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-11.69999848,-41.80000275,-8.799998793,5.400002779,6.89999842,5.865400749,3.3210797,7.299999988,3.300000001,5.900000003,9.599999999,13.2,14,10.5,13.9,13.2,13.7,6.9,-14.1,2.2,4.699999999,7.200000001,3.3,3.600000001,3.199999999,0.2,7.500000002,5.2,7.599999999,-7.6
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,637.8559212,590.5058756,369.7072323,357.2028486,400.5155938,456.3749333,504.0598426,523.2844107,609.1716537,597.4328988,622.7409229,694.4234554,783.241215,930.1254727,1191.921006,1643.756889,2158.148074,3139.28071,4010.861381,2994.340471,3218.378299,3525.807198,3681.844691,3838.17388,3986.231624,3607.289299,3591.828052,3914.527854,4220.540321,4622.738182,4267.452119
Armenia,ARM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-10.87084354,-40.74465636,-6.638470109,7.950115708,9.103388041,7.507273417,4.479644121,8.141848534,3.957818435,6.570086565,10.27940312,13.82346307,14.60582159,11.13422934,14.64320764,14.07860742,14.69586826,7.819138194,-13.51939082,2.582897383,4.7283176,6.913698623,2.823926169,3.073178678,2.735918024,-0.161329865,7.18452239,4.952230836,7.38219728,-7.771688905
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,405463417.1,487602457.7,596423607.1,695304363,764887117.2,872138715.1,958463184.4,1082979721,1245688268,1320474860,1379960894,1531944134,1665100559,1722798883,1873452514,1920111732,1941340782,2021229050,2228491620,2330726257,2424581006,2615083799,2745251397,2498882682,2390502793,2549720670,2534636872,2727849721,2790849162,2962905028,2983636872,3092430168,3202188607,..,..
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.07843137,18.64864865,12.12984055,3.961401727,7.962872496,5.882352941,7.307692308,8.203902828,2.547143909,1.185788172,7.046873978,1.991985852,1.238042106,7.616588194,-2.971256724,-3.273646411,1.975547262,7.911563466,1.214349349,1.050607528,1.800225971,-0.090708046,-10.51974854,-3.685029387,3.44605475,-1.369863014,4.198232323,0.3,5.700000876,2.099999586,1.999999104,..,..,..
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6472.398709,7885.158927,9765.909207,11392.26915,12306.71768,13495.7943,14045.47457,14938.68157,16239.98785,16439.35636,16583.87586,17927.95944,19077.68743,19355.33354,20617.75047,20670.36701,20436.88713,20833.97636,22568.37499,23300.73836,24046.22638,25834.11178,27083.63486,24631.18205,23513.5277,24985.01392,24712.49326,26441.61994,26893.01151,28396.90842,28452.17061,29350.80502,30253.27936,..,..
Aruba,ABW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.59328137,20.13680795,12.20149135,2.089654904,3.834678851,0.270153782,1.009406484,2.265066625,-2.073120443,-2.324845885,4.241982804,-0.146480395,-0.728507061,5.417261666,-5.08748023,-5.411987982,-0.151921482,6.023132962,-0.084879113,0.24685282,1.401979577,-0.224758911,-10.59912817,-3.886820453,3.05578791,-1.865105256,3.592223121,-0.29053442,5.129657088,1.587868753,1.519821434,..,..,..
