Attrition,Age,BusinessTravel,MaritalStatus,DistanceFromHome,Education,JobLevel,Department,DailyRate,HourlyRate,MonthlyIncome,MonthlyRate,PercentSalaryHike,NumCompaniesWorked,StandardHours,OverTime,TrainingTimesLastYear,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,35,Travel_Rarely,Married,2,3,1,Sales,890,97,2014,9687,13,1,8,No,3,2,2,2,2,2
0,36,Travel_Rarely,Married,5,4,1,Research & Development,852,82,3419,13072,14,9,8,Yes,3,6,1,1,0,0
0,33,Travel_Frequently,Married,1,3,2,Sales,1141,42,5376,3193,19,2,8,No,3,10,5,3,1,3
0,35,Travel_Rarely,Divorced,4,2,1,Research & Development,464,75,1951,10910,12,1,8,No,3,1,1,0,0,0
0,27,Travel_Rarely,Divorced,2,4,1,Research & Development,1240,33,2341,19715,13,1,8,No,6,1,1,0,0,0
0,27,Travel_Frequently,Single,8,3,3,Sales,994,37,8726,2975,15,1,8,No,0,9,9,8,1,7
0,30,Travel_Frequently,Single,1,2,2,Research & Development,721,58,4011,10781,23,1,8,No,2,12,12,8,3,7
0,34,Non-Travel,Single,23,4,2,Sales,1065,72,4568,10034,20,0,8,No,2,10,9,5,8,7
0,37,Travel_Rarely,Married,19,2,1,Research & Development,408,73,3022,10227,21,4,8,No,1,8,1,0,0,0
0,46,Travel_Frequently,Single,5,4,2,Sales,1211,98,5772,20445,21,4,8,Yes,4,14,9,6,0,8
0,35,Travel_Rarely,Married,8,1,1,Research & Development,1229,36,2269,4892,19,1,8,No,2,1,1,0,0,1
0,44,Travel_Rarely,Divorced,1,5,2,Sales,1488,75,5454,4009,21,5,8,Yes,2,9,4,3,1,3
0,35,Non-Travel,Married,11,2,3,Research & Development,1097,79,9884,8302,13,2,8,Yes,3,10,4,0,2,3
0,26,Travel_Rarely,Married,23,3,2,Sales,1443,47,4157,21436,19,7,8,Yes,2,5,2,2,0,0
0,33,Travel_Frequently,Single,1,2,3,Research & Development,515,98,13458,15146,12,1,8,Yes,1,15,15,14,8,12
0,35,Travel_Frequently,Married,18,5,3,Sales,853,71,9069,11031,22,1,8,No,3,9,9,8,1,8
0,35,Travel_Rarely,Married,23,4,1,Research & Development,1142,30,4014,16002,15,3,8,Yes,3,4,2,2,2,2
0,31,Travel_Rarely,Divorced,7,4,2,Research & Development,655,48,5915,9528,22,3,8,No,3,10,7,7,1,7
0,37,Travel_Rarely,Divorced,1,4,2,Research & Development,1115,51,5993,2689,18,1,8,No,2,7,7,5,0,7
0,32,Travel_Rarely,Married,1,3,2,Research & Development,427,33,6162,10877,22,1,8,Yes,3,9,9,8,7,8
0,38,Travel_Frequently,Single,29,5,2,Research & Development,653,50,2406,5456,11,1,8,No,2,10,10,3,9,9
0,50,Travel_Rarely,Divorced,7,2,5,Research & Development,989,43,18740,16701,12,5,8,Yes,2,29,27,3,13,8
0,59,Travel_Rarely,Single,25,3,3,Sales,1435,99,7637,2354,11,7,8,No,3,28,21,16,7,9
0,36,Travel_Rarely,Divorced,8,3,3,Research & Development,1223,59,10096,8202,13,1,8,No,2,17,17,14,12,8
0,55,Travel_Rarely,Divorced,8,3,4,Research & Development,836,33,14756,19730,14,2,8,Yes,2,21,5,0,0,2
0,36,Travel_Frequently,Single,11,3,2,Research & Development,1195,95,6499,22656,13,1,8,No,3,6,6,5,0,3
0,45,Travel_Rarely,Divorced,7,3,3,Research & Development,1339,59,9724,18787,17,2,8,No,2,25,1,0,0,0
0,35,Travel_Frequently,Married,1,3,1,Research & Development,664,79,2194,5868,13,4,8,No,2,5,3,2,1,2
0,59,Travel_Frequently,Single,1,1,2,Sales,1225,57,5473,24668,11,7,8,No,2,20,4,3,1,3
0,29,Travel_Rarely,Married,2,3,1,Research & Development,1328,76,2703,4956,23,0,8,No,3,6,5,4,0,4
0,31,Travel_Rarely,Single,1,4,1,Research & Development,1082,87,2501,18775,17,1,8,No,4,1,1,1,1,0
0,32,Travel_Rarely,Married,1,3,2,Research & Development,548,66,6220,7346,17,1,8,No,3,10,10,4,0,9
0,36,Travel_Rarely,Married,6,3,1,Research & Development,132,55,3038,22002,12,3,8,No,3,5,1,0,0,0
0,31,Travel_Rarely,Single,8,4,2,Research & Development,746,61,4424,20682,23,1,8,No,2,11,11,7,1,8
0,35,Travel_Rarely,Single,1,4,2,Sales,776,32,4312,23016,14,0,8,No,2,16,15,13,2,8
0,45,Travel_Rarely,Married,6,4,3,Research & Development,193,52,13245,15067,14,4,8,Yes,3,17,0,0,0,0
0,37,Travel_Rarely,Single,7,4,3,Research & Development,397,30,13664,25258,13,4,8,No,3,16,5,2,0,2
0,46,Travel_Rarely,Divorced,5,2,2,Human Resources,945,80,5021,10425,22,8,8,Yes,2,16,4,2,0,2
0,30,Travel_Rarely,Married,1,1,2,Research & Development,852,55,5126,15998,12,1,8,Yes,1,10,10,8,3,0
0,35,Travel_Rarely,Single,1,3,1,Research & Development,1214,30,2859,26278,18,1,8,No,3,6,6,4,0,4
0,55,Travel_Rarely,Married,1,2,3,Sales,111,70,10239,18092,14,3,8,No,4,24,1,0,1,0
0,38,Non-Travel,Divorced,6,3,2,Research & Development,573,79,5329,15717,12,7,8,Yes,3,17,13,11,1,9
0,34,Travel_Rarely,Married,1,2,2,Research & Development,1153,94,4325,17736,15,1,8,No,2,5,5,2,1,3
0,56,Travel_Rarely,Single,7,3,3,Research & Development,1400,49,7260,21698,11,4,8,No,3,37,6,4,0,2
0,23,Travel_Rarely,Divorced,2,1,1,Sales,541,62,2322,9518,13,3,8,No,3,3,0,0,0,0
0,51,Travel_Rarely,Married,9,4,1,Research & Development,432,96,2075,18725,23,3,8,No,4,10,4,2,0,3
0,30,Travel_Rarely,Married,2,3,2,Research & Development,288,99,4152,15830,19,1,8,No,3,11,11,10,10,8
0,40,Travel_Frequently,Married,1,4,4,Research & Development,530,78,13503,14115,22,1,8,No,3,22,22,3,11,11
0,51,Travel_Rarely,Single,21,4,2,Sales,632,71,5441,8423,22,0,8,Yes,2,11,10,7,1,0
0,30,Travel_Rarely,Divorced,4,2,2,Sales,1334,63,5209,19760,12,1,8,Yes,4,11,11,8,2,7
0,46,Travel_Frequently,Married,1,3,3,Research & Development,638,40,10673,3142,13,2,8,Yes,5,21,10,9,9,5
0,32,Travel_Rarely,Single,6,4,2,Sales,1093,87,5010,24301,16,1,8,No,0,12,11,8,5,7
0,54,Travel_Rarely,Married,2,4,3,Research & Development,1217,60,13549,24001,12,9,8,No,5,16,4,3,0,3
0,24,Travel_Rarely,Married,3,2,2,Sales,1353,33,4999,17519,21,0,8,No,2,4,3,2,0,2
0,28,Non-Travel,Married,4,3,2,Sales,120,43,4221,8863,15,1,8,No,3,5,5,4,0,4
0,58,Travel_Rarely,Single,10,4,4,Sales,682,37,13872,24409,13,0,8,No,1,38,37,10,1,8
0,44,Non-Travel,Married,23,3,2,Research & Development,489,67,2042,25043,12,4,8,No,3,17,3,2,1,2
0,32,Travel_Rarely,Single,1,1,1,Research & Development,827,71,2956,15178,13,1,8,No,2,1,1,0,0,0
0,34,Travel_Rarely,Single,6,4,2,Research & Development,665,41,4809,12482,14,1,8,No,3,16,16,13,2,10
0,37,Non-Travel,Divorced,2,2,2,Research & Development,1040,100,5163,15850,14,5,8,No,2,17,1,0,0,0
0,59,Non-Travel,Married,2,4,5,Human Resources,1420,32,18844,21922,21,9,8,No,3,30,3,2,2,2
0,50,Travel_Frequently,Married,1,3,5,Research & Development,1115,73,18172,9755,19,3,8,Yes,1,28,8,3,0,7
0,25,Travel_Rarely,Married,7,1,1,Research & Development,1280,64,2889,26897,11,1,8,No,2,2,2,2,2,1
0,22,Travel_Rarely,Single,15,3,1,Research & Development,534,59,2871,23785,15,1,8,No,5,1,0,0,0,0
0,51,Travel_Frequently,Single,1,4,3,Research & Development,1456,30,7484,25796,20,3,8,No,1,23,13,12,12,8
0,54,Non-Travel,Single,26,3,4,Human Resources,142,30,17328,13871,12,2,8,Yes,3,23,5,3,4,4
0,24,Travel_Rarely,Married,18,1,1,Research & Development,1127,52,2774,13257,12,0,8,No,2,6,5,3,1,2
0,34,Travel_Rarely,Divorced,6,4,2,Research & Development,1031,45,4505,15000,15,6,8,No,3,12,1,0,0,0
0,37,Travel_Rarely,Single,3,3,3,Sales,1189,87,7428,14506,12,2,8,No,3,12,5,3,1,3
0,34,Travel_Rarely,Single,5,3,3,Research & Development,1354,45,11631,5615,12,2,8,No,6,14,11,10,5,8
0,36,Travel_Frequently,Married,11,2,3,Sales,1467,92,9738,22952,14,0,8,No,6,10,9,7,2,8
0,36,Travel_Rarely,Divorced,3,2,1,Research & Development,922,39,2835,2561,22,5,8,No,2,7,1,0,0,0
0,43,Travel_Frequently,Married,26,2,4,Sales,394,92,16959,19494,12,1,8,Yes,3,25,25,12,4,12
0,30,Travel_Frequently,Divorced,23,3,1,Research & Development,1312,96,2613,22310,25,1,8,No,2,10,10,7,0,9
0,33,Non-Travel,Married,22,2,2,Sales,750,95,6146,15480,13,0,8,No,2,8,7,7,0,7
0,51,Travel_Rarely,Single,6,3,5,Research & Development,684,51,19537,6462,13,7,8,No,5,23,20,18,15,15
0,26,Travel_Rarely,Married,6,3,1,Research & Development,841,46,2368,23300,19,1,8,No,3,5,5,4,4,3
0,22,Travel_Rarely,Married,2,1,1,Research & Development,594,100,2523,19299,14,0,8,No,2,3,2,1,2,1
0,49,Travel_Rarely,Married,20,4,2,Research & Development,470,96,6567,5549,14,1,8,No,2,16,15,11,5,11
0,43,Travel_Frequently,Single,28,3,1,Research & Development,957,72,4739,16090,12,4,8,No,2,18,3,2,1,2
0,50,Travel_Frequently,Single,12,3,3,Sales,809,77,9208,6645,11,4,8,No,3,16,2,2,2,1
0,41,Travel_Rarely,Divorced,9,1,3,Sales,802,96,8189,21196,13,3,8,Yes,2,12,9,7,0,7
0,26,Travel_Rarely,Married,25,1,1,Human Resources,1355,61,2942,8916,23,1,8,No,3,8,8,7,5,7
0,36,Travel_Rarely,Divorced,6,2,2,Research & Development,216,84,4941,2819,20,6,8,No,0,7,3,2,0,1
0,39,Travel_Rarely,Married,4,4,2,Sales,1329,47,5902,14590,14,4,8,No,1,17,15,11,5,9
0,25,Travel_Rarely,Married,28,3,2,Sales,959,41,8639,24835,18,2,8,No,3,6,2,2,2,2
0,30,Travel_Rarely,Married,9,3,2,Human Resources,1240,48,6347,13982,19,0,8,Yes,2,12,11,9,4,7
0,45,Travel_Rarely,Single,29,3,1,Research & Development,1316,83,3452,9752,13,5,8,No,2,9,6,5,0,3
0,38,Travel_Rarely,Single,3,5,2,Research & Development,364,32,4317,2302,20,3,8,Yes,2,19,3,2,2,2
0,30,Travel_Rarely,Single,18,3,1,Research & Development,438,75,2632,23910,14,1,8,No,4,5,5,4,0,4
0,32,Travel_Frequently,Divorced,9,2,2,Sales,689,35,4668,22812,17,0,8,No,2,9,8,7,0,7
0,30,Travel_Rarely,Divorced,5,3,1,Research & Development,201,84,3204,10415,14,5,8,No,3,8,3,2,2,2
0,30,Travel_Rarely,Single,2,1,1,Research & Development,1427,35,2720,11162,13,0,8,No,3,6,5,3,1,2
0,41,Travel_Frequently,Divorced,10,3,4,Research & Development,857,91,17181,12888,13,4,8,No,2,21,7,6,7,7
0,41,Travel_Rarely,Married,9,4,1,Research & Development,933,94,2238,6961,21,2,8,No,2,7,5,0,1,4
0,19,Travel_Rarely,Single,3,1,1,Research & Development,1181,79,1483,16102,14,1,8,No,3,1,1,0,0,0
0,40,Travel_Frequently,Divorced,26,3,2,Research & Development,1395,54,5605,8504,11,1,8,No,2,20,20,7,2,13
0,35,Travel_Rarely,Married,1,5,3,Sales,662,94,7295,11439,13,1,8,No,3,10,10,8,0,6
0,53,Travel_Rarely,Married,6,2,2,Sales,1436,34,2306,16047,20,2,8,Yes,3,13,7,7,4,5
0,45,Travel_Rarely,Divorced,9,3,2,Research & Development,194,60,2348,10901,18,8,8,No,2,20,17,9,0,15
0,32,Travel_Frequently,Single,8,3,3,Sales,967,43,8998,15589,14,1,8,No,2,9,9,8,3,7
0,29,Non-Travel,Married,1,1,2,Research & Development,1496,41,4319,26283,13,1,8,No,1,10,10,7,0,9
0,51,Travel_Rarely,Married,7,4,2,Research & Development,1169,34,6132,13983,17,2,8,No,2,10,1,0,0,0
0,58,Travel_Rarely,Married,9,3,1,Research & Development,1145,75,3346,11873,20,4,8,Yes,3,9,1,0,0,0
0,40,Travel_Rarely,Married,4,4,3,Sales,630,67,10855,8552,11,7,8,No,2,15,12,11,2,11
0,34,Travel_Frequently,Married,2,4,1,Sales,303,75,2231,11314,18,6,8,No,3,6,4,3,1,2
0,22,Travel_Rarely,Married,19,1,1,Research & Development,1256,80,2323,11992,24,1,8,No,6,2,2,2,2,2
0,27,Non-Travel,Divorced,9,3,1,Research & Development,691,57,2024,5970,18,6,8,No,1,6,2,2,2,2
0,28,Travel_Rarely,Married,21,3,1,Research & Development,440,42,2713,6672,11,1,8,No,2,5,5,2,0,2
0,57,Travel_Rarely,Divorced,24,2,3,Research & Development,334,83,9439,23402,16,3,8,Yes,2,12,5,3,1,4
0,27,Non-Travel,Divorced,3,3,1,Research & Development,1450,79,2566,25326,15,1,8,Yes,2,1,1,1,0,1
0,50,Travel_Rarely,Single,11,3,5,Research & Development,1452,53,19926,17053,15,3,8,No,5,21,5,4,4,4
0,41,Travel_Rarely,Divorced,14,3,1,Research & Development,465,56,2451,4609,12,4,8,No,2,13,9,8,1,8
0,30,Travel_Rarely,Married,5,3,3,Sales,1339,41,9419,8053,12,2,8,No,2,12,10,9,7,4
0,38,Travel_Rarely,Single,1,4,2,Sales,702,59,8686,12930,22,4,8,No,2,12,8,3,0,7
0,32,Travel_Rarely,Single,6,5,1,Research & Development,120,43,3038,12430,20,3,8,No,2,8,5,4,1,4
0,27,Travel_Rarely,Married,17,3,1,Research & Development,1157,51,3058,13364,16,0,8,Yes,3,6,5,2,1,1
0,36,Travel_Frequently,Single,3,2,1,Research & Development,1480,30,2088,15062,12,4,8,No,3,13,8,7,7,2
0,30,Non-Travel,Divorced,9,3,2,Research & Development,111,66,3072,11012,11,1,8,No,4,12,12,9,6,10
0,45,Travel_Rarely,Divorced,4,2,2,Sales,1268,30,5006,6319,11,4,8,Yes,3,9,5,4,0,3
0,56,Travel_Rarely,Divorced,8,3,1,Research & Development,713,67,4257,13939,18,4,8,Yes,3,19,2,2,2,2
0,33,Travel_Rarely,Single,2,3,1,Research & Development,134,90,2500,10515,14,0,8,No,2,4,3,1,0,2
0,46,Travel_Rarely,Divorced,1,2,3,Sales,526,92,10453,2137,25,1,8,No,2,24,24,13,15,7
0,38,Travel_Rarely,Single,9,2,1,Research & Development,1380,75,2288,6319,12,1,8,No,3,2,2,2,2,1
0,31,Travel_Rarely,Married,12,1,1,Research & Development,140,95,3929,6984,23,8,8,Yes,0,7,4,2,0,2
0,34,Travel_Rarely,Single,27,2,1,Research & Development,629,95,2311,5711,15,2,8,No,3,9,3,2,1,2
0,50,Travel_Rarely,Married,1,3,1,Research & Development,328,86,3690,3425,15,2,8,No,2,5,3,2,0,2
0,53,Travel_Rarely,Divorced,13,2,2,Research & Development,1084,57,4450,26250,11,1,8,No,3,5,4,2,1,3
0,33,Travel_Rarely,Married,14,3,1,Research & Development,931,72,2756,4673,13,1,8,No,5,8,8,7,1,6
0,40,Travel_Rarely,Married,4,1,5,Research & Development,989,46,19033,6499,14,1,8,No,2,21,20,8,9,9
0,55,Travel_Rarely,Single,14,4,5,Research & Development,692,61,18722,13339,11,8,8,No,3,36,24,15,2,15
0,34,Travel_Frequently,Married,2,1,2,Research & Development,1069,45,9547,14074,17,1,8,No,2,10,10,9,1,9
0,51,Travel_Rarely,Single,3,3,4,Research & Development,313,98,13734,7192,18,3,8,No,6,21,7,7,1,0
0,52,Travel_Rarely,Married,1,4,5,Research & Development,699,65,19999,5678,14,0,8,No,5,34,33,18,11,9
0,27,Travel_Rarely,Single,9,3,1,Research & Development,894,99,2279,11781,16,1,8,No,2,7,7,7,0,3
0,43,Non-Travel,Divorced,7,3,1,Research & Development,1344,37,2089,5228,14,4,8,No,3,7,5,4,2,2
0,45,Non-Travel,Married,2,2,4,Research & Development,1195,65,16792,20462,23,9,8,No,1,22,20,8,11,8
0,37,Travel_Rarely,Married,21,3,1,Research & Development,290,65,3564,22977,12,1,8,Yes,3,8,8,7,1,7
0,35,Travel_Frequently,Single,2,3,2,Research & Development,138,37,4425,15986,11,5,8,No,5,10,6,2,1,2
0,42,Non-Travel,Divorced,21,2,2,Research & Development,926,36,5265,16439,16,2,8,No,5,11,5,3,0,2
0,38,Travel_Rarely,Married,2,4,2,Research & Development,1261,88,6553,7259,14,9,8,No,3,14,1,0,0,0
0,38,Travel_Rarely,Married,29,3,2,Research & Development,1084,54,6261,4185,18,3,8,No,3,9,7,7,1,7
0,27,Travel_Frequently,Married,1,1,2,Research & Development,472,60,4298,9679,19,5,8,No,1,6,2,2,2,0
0,49,Non-Travel,Divorced,18,4,2,Research & Development,1002,92,6804,23793,15,1,8,Yes,0,7,7,7,1,7
0,34,Travel_Frequently,Divorced,10,4,1,Research & Development,878,43,3815,5972,17,1,8,Yes,4,5,5,3,2,0
0,40,Travel_Rarely,Married,19,2,2,Research & Development,905,99,2741,16523,15,8,8,Yes,2,15,7,2,3,7
0,22,Travel_Rarely,Divorced,5,3,1,Research & Development,1136,60,2328,12392,16,1,8,Yes,2,4,4,2,2,2
0,36,Travel_Frequently,Single,18,1,1,Research & Development,635,73,2153,7703,13,1,8,No,2,8,8,1,1,7
0,40,Non-Travel,Married,9,5,2,Research & Development,1151,63,4876,14242,14,9,8,No,5,5,3,2,0,2
0,46,Travel_Rarely,Divorced,1,4,3,Research & Development,644,97,9396,12368,16,7,8,No,3,17,4,2,0,3
0,30,Non-Travel,Single,1,1,3,Research & Development,829,88,8474,20925,22,1,8,No,2,12,11,8,5,8
0,27,Travel_Frequently,Single,20,3,2,Sales,1242,90,9981,12916,14,1,8,No,2,7,7,7,0,7
0,51,Travel_Rarely,Married,8,4,3,Research & Development,1469,81,12490,15736,16,5,8,No,5,16,10,9,4,7
0,41,Travel_Rarely,Single,6,3,3,Sales,896,75,13591,14674,18,3,8,Yes,3,16,1,0,0,0
0,45,Non-Travel,Single,6,3,3,Sales,1052,57,8865,16840,12,6,8,No,2,23,19,7,12,8
0,54,Travel_Rarely,Married,3,3,2,Sales,1147,52,5940,17011,14,2,8,No,4,16,6,2,0,5
0,36,Travel_Rarely,Single,5,2,2,Research & Development,1396,62,5914,9945,16,8,8,No,3,16,13,11,3,7
0,33,Travel_Rarely,Married,4,4,1,Research & Development,147,47,2622,13248,21,6,8,No,3,7,3,2,1,1
0,37,Travel_Frequently,Divorced,11,3,3,Research & Development,663,47,12185,10056,14,1,8,Yes,1,10,10,8,0,7
0,38,Travel_Rarely,Divorced,3,3,3,Sales,119,76,10609,9647,12,0,8,No,6,17,16,10,5,13
0,31,Non-Travel,Married,1,4,2,Research & Development,979,90,4345,4381,12,0,8,No,2,6,5,4,1,4
0,59,Travel_Rarely,Married,3,3,1,Research & Development,142,70,2177,8456,17,3,8,No,6,7,1,0,0,0
0,37,Travel_Frequently,Divorced,4,4,1,Sales,319,41,2793,2539,17,4,8,No,2,13,9,8,5,8
0,29,Travel_Frequently,Married,1,1,3,Sales,1413,42,7918,6599,14,1,8,No,5,11,11,10,4,1
0,35,Travel_Frequently,Single,1,3,3,Sales,944,92,8789,9096,14,1,8,No,3,10,10,7,0,8
0,52,Travel_Rarely,Single,2,3,1,Research & Development,1323,89,3212,3300,15,7,8,No,3,6,2,2,2,2
0,42,Travel_Rarely,Married,4,2,5,Research & Development,532,58,19232,4933,11,1,8,No,3,22,22,17,11,15
0,59,Travel_Rarely,Married,6,2,1,Human Resources,818,52,2267,25657,17,8,8,No,2,7,2,2,2,2
0,50,Travel_Rarely,Divorced,1,4,5,Sales,854,68,19517,24118,11,3,8,No,3,32,7,0,0,6
0,43,Travel_Rarely,Married,16,3,4,Sales,1034,80,16064,7744,22,5,8,Yes,3,22,17,13,1,9
0,52,Non-Travel,Single,2,4,5,Sales,771,79,19068,21030,18,1,8,Yes,2,33,33,7,15,12
0,32,Travel_Rarely,Married,4,2,1,Sales,1401,56,3931,20990,11,2,8,No,5,6,4,3,1,2
0,39,Travel_Rarely,Divorced,1,4,1,Research & Development,1431,96,2232,15417,14,7,8,No,1,7,3,2,1,2
0,32,Non-Travel,Married,26,4,2,Sales,976,100,4465,12069,18,0,8,No,2,4,3,2,2,2
0,41,Travel_Rarely,Divorced,19,2,2,Research & Development,1411,36,3072,19877,16,2,8,No,2,17,1,0,0,0
0,40,Travel_Rarely,Divorced,24,2,2,Research & Development,1300,62,3319,24447,17,1,8,No,3,9,9,8,4,7
0,45,Travel_Rarely,Married,1,3,5,Research & Development,252,70,19202,15970,11,0,8,No,2,25,24,0,1,7
0,31,Travel_Frequently,Divorced,3,4,3,Research & Development,1327,73,13675,13523,12,9,8,No,3,9,2,2,2,2
0,33,Travel_Rarely,Married,5,4,1,Research & Development,832,63,2911,14776,13,1,8,No,2,2,2,2,0,2
0,34,Travel_Rarely,Married,2,4,2,Research & Development,470,84,5957,23687,13,6,8,No,3,13,11,9,5,9
0,37,Travel_Rarely,Married,1,2,1,Research & Development,1017,83,3920,18697,14,2,8,No,2,17,3,1,0,2
0,45,Travel_Frequently,Married,7,4,2,Research & Development,1199,77,6434,5118,17,4,8,No,1,9,3,2,0,2
0,39,Travel_Frequently,Single,2,4,3,Research & Development,505,64,10938,6420,25,0,8,No,1,20,19,6,11,8
0,29,Travel_Rarely,Single,15,3,1,Research & Development,665,60,2340,22673,19,1,8,No,1,6,6,5,1,5
0,42,Travel_Rarely,Single,17,2,2,Research & Development,916,82,6545,23016,13,3,8,Yes,1,10,3,2,0,2
0,29,Travel_Rarely,Divorced,20,2,2,Sales,1247,45,6931,10732,14,2,8,No,2,10,3,2,0,2
0,25,Travel_Rarely,Married,1,3,2,Research & Development,685,62,4898,7505,12,0,8,No,3,5,4,2,1,2
0,42,Travel_Rarely,Divorced,2,3,1,Research & Development,269,56,2593,8007,11,0,8,Yes,4,10,9,6,7,8
0,40,Travel_Rarely,Divorced,2,2,5,Research & Development,1416,49,19436,5949,19,0,8,No,5,22,21,7,3,9
0,51,Travel_Rarely,Married,1,3,1,Research & Development,833,96,2723,23231,11,1,8,No,0,1,1,0,0,0
0,32,Travel_Frequently,Married,7,3,1,Research & Development,1311,100,2794,26062,20,1,8,No,3,5,5,1,0,3
0,38,Non-Travel,Married,2,2,2,Sales,1327,39,5249,19682,18,3,8,No,0,13,8,7,7,5
0,32,Travel_Rarely,Single,2,1,2,Research & Development,128,84,2176,19737,13,4,8,No,5,9,6,2,0,4
0,46,Travel_Rarely,Married,2,3,4,Sales,488,75,16872,14977,12,3,8,Yes,2,28,7,7,7,7
0,29,Travel_Rarely,Married,2,3,2,Sales,1210,78,6644,3687,19,2,8,No,2,10,0,0,0,0
0,31,Travel_Rarely,Married,23,3,2,Research & Development,1463,64,5582,14408,21,0,8,No,2,10,9,0,7,8
0,25,Non-Travel,Divorced,5,2,2,Research & Development,675,85,4000,18384,12,1,8,No,2,6,6,3,1,5
0,45,Travel_Rarely,Married,20,2,4,Research & Development,1385,79,13496,7501,14,0,8,Yes,2,21,20,7,4,10
0,36,Travel_Rarely,Married,6,3,1,Research & Development,1403,47,3210,20251,11,0,8,No,4,16,15,13,10,11
0,55,Travel_Rarely,Single,1,3,5,Research & Development,452,81,19045,18938,14,0,8,Yes,2,37,36,10,4,13
0,28,Travel_Rarely,Married,9,3,1,Research & Development,1158,94,2070,2613,23,1,8,No,3,5,5,2,0,4
0,37,Travel_Rarely,Married,6,4,2,Sales,228,98,6502,22825,14,4,8,No,5,7,5,4,0,1
0,21,Travel_Rarely,Single,3,2,1,Research & Development,996,100,3230,10531,17,1,8,No,4,3,3,2,1,0
0,37,Non-Travel,Divorced,1,4,3,Research & Development,728,80,13603,11677,18,2,8,Yes,2,15,5,2,0,2
